"id";"FECHA";"DESDE";"HASTA";"LOCALIDAD";"GRUPO";"DIRECCION";"FARMACIA";"Cod_FARMACIA";"TELEFONO"
"309";"05/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Barañain, 17. Frente a Cines Golem";"Villot Varela, Elena";"F00728";"948 278810"
"310";"05/12/2023";"9";"22";"Roncal / Erronkari";"Isaba - Salazar";"Bº Iriartea, 39";"San Juan Elizondo, Javier";"F00277";"948 475152"
"311";"05/12/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"C/ Don Miguel Eza, 4";"Acacio Mañas, Maria";"F00777";"948789204"
"312";"05/12/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"313";"05/12/2023";"21";"9";"Estella-Lizarra";"Estella";"Pl Amaiur, 2. Entrada también por Carlos VII.";"Aguirre Encinas, Oihana";"F00763";"948551891"
"314";"05/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"315";"05/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"316";"05/12/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"317";"05/12/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Concarera, 12. Plaza del mercado";"Mantilla Blanco, Alberto";"F00568";"948 847026"
"318";"05/12/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"Trva Intxostia, 3";"Urbizu Azazeta, Idoia";"F00481";"948 563450"
"319";"05/12/2023";"9";"9";"Bera";"Lesaka";"C/ Bidasoa, 43";"Lasaga Recondo, Aloña";"F00362";"948 625026"
"320";"05/12/2023";"9";"9";"Cabredo";"Los Arcos - Viana";"C/ Mayor, 8. Junto a la Iglesia";"Lumbreras Casis, Isabel";"F00317";"948 444061"
"321";"05/12/2023";"9";"9";"Caparroso";"Carcastillo - Olite";"C/ Constitucion, 14";"Aicua Redondo, Laura";"F00744";"948933331"
"322";"05/12/2023";"9";"9";"Cáseda";"Sangüesa";"C/ Nueva, 1";"Larriba Alastuey, Javier";"F00254";"948 879286"
"323";"05/12/2023";"9";"9";"Corella";"Corella - Cintruénigo";"Pl Fueros, 2";"Poyales Morales, Elena";"F00094";"948 780017"
"324";"05/12/2023";"9";"9";"Cortes";"Buñuel - Cascante";"C/ San Miguel, 42";"Puig Zafon, Virginia";"F00462";"948 800622"
"325";"05/12/2023";"9";"9";"Goizueta";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Mayor, 64";"Apecechea Lizaso, Luis Miguel";"F00104";"948 514353"
"326";"05/12/2023";"9";"9";"Ituren";"Doneztebe/Santesteban";"C/ Consejo, 12";"Ruiz-Lopetedi Rodriguez, Jose Joaquin";"F00272";"948 450968"
"327";"05/12/2023";"9";"9";"Larraga";"Artajona";"C/ Palanquera, 18";"Los Arcos Garcia, Maria Jesus";"F00471";"948 711236"
"328";"05/12/2023";"9";"9";"Lekunberri";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Aralar, 43";"Zubiria Azpiroz, Maialen";"F00127";"948 504062"
"329";"05/12/2023";"9";"9";"Lezaun";"Comarca de Estella";"Pl Mayor, 3";"Ros Nestares, Carlos Javier";"F00325";"948 542272"
"330";"05/12/2023";"9";"9";"Los Arcos";"Los Arcos - Viana";"C/ Mayor, 27";"Ochoa Cortazar, Eva Maria";"F00375";"948 640786"
"331";"05/12/2023";"9";"9";"Mañeru";"Puente la Reina";"Pl de los Fueros, 1";"Alegre Navarro, Jaione";"F00266";"948 340771"
"332";"05/12/2023";"9";"9";"Mendavia";"Lodosa";"C/ Mayor, 4";"Sagredo Loitegui, Cristina";"F00579";"948 695020"
"333";"05/12/2023";"9";"9";"Oronoz";"Elizondo";"C/ Santa María, 33";"Mariñelarena Apezteguia, Patricia";"F00442";"948 592327"
"334";"05/12/2023";"9";"9";"Peralta / Azkoien";"Peralta";"C/ Irurzun, 10";"Irisarri Moreno, Cristina";"F00518";"948 753192"
"335";"05/12/2023";"9";"9";"San Adrián";"San Adrián";"C/ Santa Gema, 30";"Moreno Sola, Beatriz";"F00533";"948 670111"
"336";"05/12/2023";"9";"9";"Tafalla";"Tafalla";"Polig Fuente del Rey, 11. Junto a Eroski";"Marco Apesteguia, Cristina";"F00601";"948 704137"
"337";"05/12/2023";"9";"9";"Urdazubi / Urdax";"Elizondo";"C/ Barrio Dancharinea, 14";"Altamirano Veron, Hilda Valle";"F00249";"948 599190"
"338";"05/12/2023";"9";"9";"Valtierra";"Valtierra-Cadreita - Castejón";"Pl de los Derechos Humanos, 3";"Saez de Jauregui Urdanoz, Pedro";"F00507";"948 843224"
"339";"06/12/2023";"9";"22";"Aribe";"Aoiz - Auritz/Burguete";"C/ Santa María, 24";"De Carlos Iriarte, Maria Carmen";"F00273";"948 764209"
"340";"06/12/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"341";"06/12/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ Dr. Huarte de San Juan, 6";"Arza Elorz, Rafael";"F00520";"948 550758"
"342";"06/12/2023";"10";"21";"Gorraiz";"Pamplona y comarca";"Pl del Palacio, 8. Junto al castillo";"Iraizoz Irigoyen, Ana Maria";"F00381";"948 337313"
"343";"06/12/2023";"9";"22";"Larraintzar";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ San Pedro, 36";"Aquerreta Ferraz, Jose Antonio";"F00143";"948 305108"
"344";"06/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Ventura Rodríguez, 110- Pº Santa Lucía. Buztintxuri";"El Idrissi El Morabet, Abdellatif";"F00531";"948 070485"
"345";"06/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Pío XII, 18";"Garmendia Leiza, Estibaliz";"F00558";"948 365279"
"346";"06/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Nueva, 1- Plaza del Ayuntamiento";"Maeztu Goicoechea, Laura";"F00087";"948 221659"
"347";"06/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"348";"06/12/2023";"9";"22";"Roncal / Erronkari";"Isaba - Salazar";"Bº Iriartea, 39";"San Juan Elizondo, Javier";"F00277";"948 475152"
"349";"06/12/2023";"10";"21";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"350";"06/12/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"C/ Amigos del País, 2. Esq. Díaz Bravo, 27";"Margallo Lana, Rosario";"F00048";"948 411649"
"351";"06/12/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"352";"06/12/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ Dr. Huarte de San Juan, 6";"Arza Elorz, Rafael";"F00520";"948 550758"
"353";"06/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"354";"06/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"355";"06/12/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"356";"06/12/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Amigos del País, 2. Esq. Díaz Bravo, 27";"Margallo Lana, Rosario";"F00048";"948 411649"
"357";"06/12/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"Trva Intxostia, 3";"Urbizu Azazeta, Idoia";"F00481";"948 563450"
"358";"06/12/2023";"9";"9";"Bera";"Lesaka";"C/ Bidasoa, 43";"Lasaga Recondo, Aloña";"F00362";"948 625026"
"359";"06/12/2023";"9";"9";"Cabredo";"Los Arcos - Viana";"C/ Mayor, 8. Junto a la Iglesia";"Lumbreras Casis, Isabel";"F00317";"948 444061"
"360";"06/12/2023";"9";"9";"Caparroso";"Carcastillo - Olite";"C/ Constitucion, 14";"Aicua Redondo, Laura";"F00744";"948933331"
"361";"06/12/2023";"9";"9";"Cáseda";"Sangüesa";"C/ Nueva, 1";"Larriba Alastuey, Javier";"F00254";"948 879286"
"362";"06/12/2023";"9";"9";"Corella";"Corella - Cintruénigo";"Pl Fueros, 2";"Poyales Morales, Elena";"F00094";"948 780017"
"363";"06/12/2023";"9";"9";"Cortes";"Buñuel - Cascante";"C/ San Miguel, 42";"Puig Zafon, Virginia";"F00462";"948 800622"
"364";"06/12/2023";"9";"9";"Doneztebe / Santesteban";"Doneztebe/Santesteban";"C/ Mayor, 6";"Echarte Subizar, Maider";"F00396";"948 456169"
"365";"06/12/2023";"9";"9";"Goizueta";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Mayor, 64";"Apecechea Lizaso, Luis Miguel";"F00104";"948 514353"
"366";"06/12/2023";"9";"9";"Larraga";"Artajona";"C/ Palanquera, 18";"Los Arcos Garcia, Maria Jesus";"F00471";"948 711236"
"367";"06/12/2023";"9";"9";"Lekunberri";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Aralar, 43";"Zubiria Azpiroz, Maialen";"F00127";"948 504062"
"368";"06/12/2023";"9";"9";"Lezaun";"Comarca de Estella";"Pl Mayor, 3";"Ros Nestares, Carlos Javier";"F00325";"948 542272"
"369";"06/12/2023";"9";"9";"Los Arcos";"Los Arcos - Viana";"C/ Mayor, 27";"Ochoa Cortazar, Eva Maria";"F00375";"948 640786"
"370";"06/12/2023";"9";"9";"Mañeru";"Puente la Reina";"Pl de los Fueros, 1";"Alegre Navarro, Jaione";"F00266";"948 340771"
"371";"06/12/2023";"9";"9";"Mendavia";"Lodosa";"C/ Mayor, 4";"Sagredo Loitegui, Cristina";"F00579";"948 695020"
"372";"06/12/2023";"9";"9";"Oronoz";"Elizondo";"C/ Santa María, 33";"Mariñelarena Apezteguia, Patricia";"F00442";"948 592327"
"373";"06/12/2023";"9";"9";"Peralta / Azkoien";"Peralta";"C/ Irurzun, 10";"Irisarri Moreno, Cristina";"F00518";"948 753192"
"374";"06/12/2023";"9";"9";"San Adrián";"San Adrián";"C/ Santa Gema, 30";"Moreno Sola, Beatriz";"F00533";"948 670111"
"375";"06/12/2023";"9";"9";"Tafalla";"Tafalla";"Polig Fuente del Rey, 11. Junto a Eroski";"Marco Apesteguia, Cristina";"F00601";"948 704137"
"376";"06/12/2023";"9";"9";"Urdazubi / Urdax";"Elizondo";"C/ Barrio Dancharinea, 14";"Altamirano Veron, Hilda Valle";"F00249";"948 599190"
"377";"06/12/2023";"9";"9";"Valtierra";"Valtierra-Cadreita - Castejón";"Pl de los Derechos Humanos, 3";"Saez de Jauregui Urdanoz, Pedro";"F00507";"948 843224"
"378";"07/12/2023";"9";"22";"Aribe";"Aoiz - Auritz/Burguete";"C/ Santa María, 24";"De Carlos Iriarte, Maria Carmen";"F00273";"948 764209"
"379";"07/12/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"380";"07/12/2023";"10";"21";"Barañáin / Barañain";"Pamplona y comarca";"Avda Comercial, 4. Junto a Centro Salud";"Cubillas Barricart, Beatriz";"F00183";"948 254733"
"381";"07/12/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ Carlos II el Malo, 1. Estación autobuses";"Echavarri Pascual, Maria Jose";"F00307";"948555141"
"382";"07/12/2023";"9";"22";"Larraintzar";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ San Pedro, 36";"Aquerreta Ferraz, Jose Antonio";"F00143";"948 305108"
"383";"07/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"384";"07/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Pl Puente la Reina, 12. Chantrea";"Martinez Subiza, Laura";"F00164";"948 125573"
"385";"07/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Pío XII, 9";"Muñoz Aramburu, Miren Arantza";"F00141";"948 252895"
"386";"07/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Ctra. San Sebastián, 1. Hipermercado Eroski";"Valdemoros Erro, Laura";"F00011";"948 303099"
"387";"07/12/2023";"9";"22";"Roncal / Erronkari";"Isaba - Salazar";"Bº Iriartea, 39";"San Juan Elizondo, Javier";"F00277";"948 475152"
"388";"07/12/2023";"10";"21";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"389";"07/12/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"C/ Manresa, 12. Junto al C. de Salud Santa Ana";"Marin Ciria, Eva Maria";"F00548";"948 403258"
"390";"07/12/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"391";"07/12/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ Fray Diego, 15";"Berraondo Aramendia, Marina";"F00521";"948 556944"
"392";"07/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"393";"07/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"394";"07/12/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"395";"07/12/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Manresa, 12. Junto al C. de Salud Santa Ana";"Marin Ciria, Eva Maria";"F00548";"948 403258"
"396";"07/12/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"Trva Intxostia, 3";"Urbizu Azazeta, Idoia";"F00481";"948 563450"
"397";"07/12/2023";"9";"9";"Bera";"Lesaka";"C/ Bidasoa, 43";"Lasaga Recondo, Aloña";"F00362";"948 625026"
"398";"07/12/2023";"9";"9";"Cabredo";"Los Arcos - Viana";"C/ Mayor, 8. Junto a la Iglesia";"Lumbreras Casis, Isabel";"F00317";"948 444061"
"399";"07/12/2023";"9";"9";"Caparroso";"Carcastillo - Olite";"C/ Constitucion, 14";"Aicua Redondo, Laura";"F00744";"948933331"
"400";"07/12/2023";"9";"9";"Cáseda";"Sangüesa";"C/ Nueva, 1";"Larriba Alastuey, Javier";"F00254";"948 879286"
"401";"07/12/2023";"9";"9";"Corella";"Corella - Cintruénigo";"Pl Fueros, 2";"Poyales Morales, Elena";"F00094";"948 780017"
"402";"07/12/2023";"9";"9";"Cortes";"Buñuel - Cascante";"C/ San Miguel, 42";"Puig Zafon, Virginia";"F00462";"948 800622"
"403";"07/12/2023";"9";"9";"Goizueta";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Mayor, 64";"Apecechea Lizaso, Luis Miguel";"F00104";"948 514353"
"404";"07/12/2023";"9";"9";"Larraga";"Artajona";"C/ Palanquera, 18";"Los Arcos Garcia, Maria Jesus";"F00471";"948 711236"
"405";"07/12/2023";"9";"9";"Lekunberri";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Aralar, 43";"Zubiria Azpiroz, Maialen";"F00127";"948 504062"
"406";"07/12/2023";"9";"9";"Lezaun";"Comarca de Estella";"Pl Mayor, 3";"Ros Nestares, Carlos Javier";"F00325";"948 542272"
"407";"07/12/2023";"9";"9";"Los Arcos";"Los Arcos - Viana";"C/ Mayor, 27";"Ochoa Cortazar, Eva Maria";"F00375";"948 640786"
"408";"07/12/2023";"9";"9";"Mañeru";"Puente la Reina";"Pl de los Fueros, 1";"Alegre Navarro, Jaione";"F00266";"948 340771"
"409";"07/12/2023";"9";"9";"Mendavia";"Lodosa";"C/ Mayor, 4";"Sagredo Loitegui, Cristina";"F00579";"948 695020"
"410";"07/12/2023";"9";"9";"Oronoz";"Elizondo";"C/ Santa María, 33";"Mariñelarena Apezteguia, Patricia";"F00442";"948 592327"
"411";"07/12/2023";"9";"9";"Peralta / Azkoien";"Peralta";"C/ Irurzun, 10";"Irisarri Moreno, Cristina";"F00518";"948 753192"
"412";"07/12/2023";"9";"9";"San Adrián";"San Adrián";"C/ Santa Gema, 30";"Moreno Sola, Beatriz";"F00533";"948 670111"
"413";"07/12/2023";"9";"9";"Sunbilla";"Doneztebe/Santesteban";"C/ Mayor, 8";"Iglesias Diago, Olivia";"F00263";"948 450275"
"414";"07/12/2023";"9";"9";"Tafalla";"Tafalla";"Polig Fuente del Rey, 11. Junto a Eroski";"Marco Apesteguia, Cristina";"F00601";"948 704137"
"415";"07/12/2023";"9";"9";"Urdazubi / Urdax";"Elizondo";"C/ Barrio Dancharinea, 14";"Altamirano Veron, Hilda Valle";"F00249";"948 599190"
"416";"07/12/2023";"9";"9";"Valtierra";"Valtierra-Cadreita - Castejón";"Pl de los Derechos Humanos, 3";"Saez de Jauregui Urdanoz, Pedro";"F00507";"948 843224"
"417";"08/12/2023";"9";"22";"Aribe";"Aoiz - Auritz/Burguete";"C/ Santa María, 24";"De Carlos Iriarte, Maria Carmen";"F00273";"948 764209"
"418";"08/12/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"419";"08/12/2023";"10";"21";"Barañáin / Barañain";"Pamplona y comarca";"Avda Pamplona, 28. Esquina Avda. del Valle";"Sarasibar Sagües, Maria Jesus";"F00556";"948 287905"
"420";"08/12/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ Carlos II el Malo, 1. Estación autobuses";"Echavarri Pascual, Maria Jose";"F00307";"948555141"
"421";"08/12/2023";"10";"21";"Huarte / Uharte";"Pamplona y comarca";"C/ Zubiarte, 1";"Acosta Casado, Maria Dolores";"F00756";"948333593"
"422";"08/12/2023";"9";"22";"Larraintzar";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ San Pedro, 36";"Aquerreta Ferraz, Jose Antonio";"F00143";"948 305108"
"423";"08/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Bayona, 37";"Arriazu Aranceta, Berta";"F00618";"948 252401"
"424";"08/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Alfonso el Batallador, 9. Junto a gasolinera Iturrama";"Beñaran/Lasheras, Arocena/Carbajo, Susana/Soledad";"F00682";"948 266891"
"425";"08/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"426";"08/12/2023";"9";"22";"Roncal / Erronkari";"Isaba - Salazar";"Bº Iriartea, 39";"San Juan Elizondo, Javier";"F00277";"948 475152"
"427";"08/12/2023";"10";"21";"Sarriguren";"Pamplona y comarca";"C/ Bardenas Reales, 30";"Diaz Hernan, Ana Maria";"F00649";"948 835064"
"428";"08/12/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"Pl Sancho VII el Fuerte, 5";"Martinez Forcada, Belen";"F00486";"948 402668"
"429";"08/12/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"430";"08/12/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ Carlos II el Malo, 1. Estación autobuses";"Echavarri Pascual, Maria Jose";"F00307";"948555141"
"431";"08/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"432";"08/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"433";"08/12/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"434";"08/12/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"Pl Sancho VII el Fuerte, 5";"Martinez Forcada, Belen";"F00486";"948 402668"
"435";"08/12/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"Trva Intxostia, 3";"Urbizu Azazeta, Idoia";"F00481";"948 563450"
"436";"08/12/2023";"9";"9";"Bera";"Lesaka";"C/ Bidasoa, 43";"Lasaga Recondo, Aloña";"F00362";"948 625026"
"437";"08/12/2023";"9";"9";"Cabredo";"Los Arcos - Viana";"C/ Mayor, 8. Junto a la Iglesia";"Lumbreras Casis, Isabel";"F00317";"948 444061"
"438";"08/12/2023";"9";"9";"Caparroso";"Carcastillo - Olite";"C/ Constitucion, 14";"Aicua Redondo, Laura";"F00744";"948933331"
"439";"08/12/2023";"9";"9";"Cáseda";"Sangüesa";"C/ Nueva, 1";"Larriba Alastuey, Javier";"F00254";"948 879286"
"440";"08/12/2023";"9";"9";"Corella";"Corella - Cintruénigo";"Pl Fueros, 2";"Poyales Morales, Elena";"F00094";"948 780017"
"441";"08/12/2023";"9";"9";"Fustiñana";"Buñuel - Cascante";"C/ Juan Pascual Esteban, 4";"Aracil Sanus, Maria del Carmen";"F00590";"948 840124"
"442";"08/12/2023";"9";"9";"Goizueta";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Mayor, 64";"Apecechea Lizaso, Luis Miguel";"F00104";"948 514353"
"443";"08/12/2023";"9";"9";"Ituren";"Doneztebe/Santesteban";"C/ Consejo, 12";"Ruiz-Lopetedi Rodriguez, Jose Joaquin";"F00272";"948 450968"
"444";"08/12/2023";"9";"9";"Larraga";"Artajona";"C/ Palanquera, 18";"Los Arcos Garcia, Maria Jesus";"F00471";"948 711236"
"445";"08/12/2023";"9";"9";"Lekunberri";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Aralar, 43";"Zubiria Azpiroz, Maialen";"F00127";"948 504062"
"446";"08/12/2023";"9";"9";"Lezaun";"Comarca de Estella";"Pl Mayor, 3";"Ros Nestares, Carlos Javier";"F00325";"948 542272"
"447";"08/12/2023";"9";"9";"Los Arcos";"Los Arcos - Viana";"C/ Mayor, 27";"Ochoa Cortazar, Eva Maria";"F00375";"948 640786"
"448";"08/12/2023";"9";"9";"Mañeru";"Puente la Reina";"Pl de los Fueros, 1";"Alegre Navarro, Jaione";"F00266";"948 340771"
"449";"08/12/2023";"9";"9";"Mendavia";"Lodosa";"C/ Mayor, 4";"Sagredo Loitegui, Cristina";"F00579";"948 695020"
"450";"08/12/2023";"9";"9";"Oronoz";"Elizondo";"C/ Santa María, 33";"Mariñelarena Apezteguia, Patricia";"F00442";"948 592327"
"451";"08/12/2023";"9";"9";"Peralta / Azkoien";"Peralta";"C/ Irurzun, 10";"Irisarri Moreno, Cristina";"F00518";"948 753192"
"452";"08/12/2023";"9";"9";"San Adrián";"San Adrián";"C/ Santa Gema, 30";"Moreno Sola, Beatriz";"F00533";"948 670111"
"453";"08/12/2023";"9";"9";"Tafalla";"Tafalla";"Polig Fuente del Rey, 11. Junto a Eroski";"Marco Apesteguia, Cristina";"F00601";"948 704137"
"454";"08/12/2023";"9";"9";"Urdazubi / Urdax";"Elizondo";"C/ Barrio Dancharinea, 14";"Altamirano Veron, Hilda Valle";"F00249";"948 599190"
"455";"08/12/2023";"9";"9";"Valtierra";"Valtierra-Cadreita - Castejón";"Pl de los Derechos Humanos, 3";"Saez de Jauregui Urdanoz, Pedro";"F00507";"948 843224"
"456";"09/12/2023";"9";"22";"Aribe";"Aoiz - Auritz/Burguete";"C/ Santa María, 24";"De Carlos Iriarte, Maria Carmen";"F00273";"948 764209"
"457";"09/12/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"458";"09/12/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ Carlos II el Malo, 1. Estación autobuses";"Echavarri Pascual, Maria Jose";"F00307";"948555141"
"459";"09/12/2023";"10";"21";"Huarte / Uharte";"Pamplona y comarca";"C/ Intxaurdia, 5. Centro Comercial Itaroa";"Vallejos Huesa, Maria Josefa";"F00611";"948 357364"
"460";"09/12/2023";"9";"22";"Larraintzar";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ San Pedro, 36";"Aquerreta Ferraz, Jose Antonio";"F00143";"948 305108"
"461";"09/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Bayona, 37";"Arriazu Aranceta, Berta";"F00618";"948 252401"
"462";"09/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Jose Alonso, 2";"Arz Burgaleta, Pilar";"F00828";"948595323"
"463";"09/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"464";"09/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Sancho el Fuerte, 24, esq. Pío XII. Frente Torre Basoko";"Perez Azcona, Miren Jasone";"F00659";"948 258581"
"465";"09/12/2023";"9";"22";"Roncal / Erronkari";"Isaba - Salazar";"Bº Iriartea, 39";"San Juan Elizondo, Javier";"F00277";"948 475152"
"466";"09/12/2023";"10";"21";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"467";"09/12/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"C/ Carlos III El Noble, 6";"Martinez Miranda, Jose Angel";"F00347";"948 827205"
"468";"09/12/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"469";"09/12/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ Carlos II el Malo, 1. Estación autobuses";"Echavarri Pascual, Maria Jose";"F00307";"948555141"
"470";"09/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
