"id";"COD. INSCRIPCION";"NOMBRE";"MODALIDAD";"CATEGORIA";"DIRECCION";"LOCALIDAD";"MUNICIPIO";"ZONA";"PLAZAS";"FECHA DE INSCRIPCION"
"711";"UCR00178";"Catalingarde";"Casa rural habitaciones";"CRH 3 Estrellas";"Bormapea 35 ";"ISABA";"ISABA / IZABA ";"Pirineos";"6";"15/06/1993 0:00:00"
"712";"UCR00888";"Catalingarde II";"Casa rural vivienda";"CRV 3 Estrellas";"Bormapea 58 ";"ISABA";"ISABA / IZABA ";"Pirineos";"8";"18/02/2009 0:00:00"
"713";"UH000778";"Catalonia Las Cañas";"Hotel";"4 Estrellas";"Logroño Mendavia Km. 99 (C. Co 0 ";"VIANA";"VIANA ";"Zona Media";"102";"22/10/2004 0:00:00"
"714";"UAT00537";"Center Pamplona Apartment";"Apartamento Turístico";"Primera/3 Llaves";"Mañueta 7 1º ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"17/02/2017 0:00:00"
"715";"UAT00608";"Centro";"Apartamento Turístico";"Segunda/2 Llaves";"San Gregorio 18 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"19/09/2017 0:00:00"
"716";"UAT01013";"Centro Histórico";"Apartamento Turístico";"Tercera/1 Llave";"Joaquín Jarauta 79 1º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"23/03/2020 0:00:00"
"717";"UAT00688";"Cerca del Centro";"Apartamento Turístico";"Tercera/1 Llave";"Marcelo Celayeta 49 2º Izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"29/12/2017 0:00:00"
"718";"UVT01398";"Chalet en Lesaka cerca de S.Sebastián";"Vivienda Turística";"Segunda/2 Llaves";"Albistur 81 B";"LESAKA";"LESAKA  ";"Pirineos";"7";"14/03/2023 0:00:00"
"719";"UVT00932";"Chalet Romerales";"Vivienda Turística";"Tercera/1 Llave";"Romerales 2 ";"AYEGUI";"AYEGUI / AIEGI  ";"Zona Media";"5";"13/06/2019 0:00:00"
"720";"ucr00585";"Chalo";"Casa rural vivienda";"CRV 2 Estrellas";"La Asunción 26 ";"MURILLO DE LÓNGUIDA";"LÓNGUIDA / LONGIDA  ";"Pirineos";"9";"22/01/2003 0:00:00"
"721";"UAT01473";"Chapitela suite";"Apartamento Turístico";"Tercera/1 Llave";"Chapitela 24 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"24/06/2023 0:00:00"
"722";"UAT00476";"Charming Heritage Home";"Apartamento Turístico";"Tercera/1 Llave";"Zapateria 58 2º Izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"05/07/2016 0:00:00"
"723";"UH000826";"Château Pago de Cirsus";"Hotel";"4 Estrellas";"Ablitas-Ribaforada, Km 5 0 ";"ABLITAS";"ABLITAS ";"La Ribera";"24";"16/04/2008 0:00:00"
"724";"UAT00776";"Chez Miró I";"Apartamento Turístico";"Segunda/2 Llaves";"Plaza de los Fureos  5 4º";"CORELLA";"CORELLA ";"La Ribera";"2";"25/04/2018 0:00:00"
"725";"UAT00777";"Chez Miró II";"Apartamento Turístico";"Segunda/2 Llaves";"Plaza de los Fueros  5 1º";"CORELLA";"CORELLA ";"La Ribera";"2";"08/03/2018 0:00:00"
"726";"UAT00778";"Chez Miró III";"Apartamento Turístico";"Segunda/2 Llaves";"Plaza de los Fueros  5 3º";"CORELLA";"CORELLA ";"La Ribera";"2";"08/03/2018 0:00:00"
"727";"UAT00779";"Chez Miró IV";"Apartamento Turístico";"Segunda/2 Llaves";"Plaza de los Fueros  5 2º";"CORELLA";"CORELLA ";"La Ribera";"2";"08/03/2018 0:00:00"
"728";"ucr00328";"Choromilo";"Casa rural vivienda";"CRV 2 Estrellas";"Espandoya 25 ";"UZTÁRROZ";"UZTÁRROZ / UZTARROZE  ";"Pirineos";"6";"26/06/1996 0:00:00"
"729";"UCR00539";"Churdarena";"Casa rural habitaciones";"CRH 2 Estrellas";"La Asunción 12 ";"ARÓSTEGUI";"ATETZ / ATEZ  ";"Pirineos";"8";"28/11/2001 0:00:00"
"730";"UH000753";"Churrut";"Hotel";"3 Estrellas";"de los Fueros 2 ";"BERA";"BERA  ";"Pirineos";"33";"02/09/2002 0:00:00"
"731";"UAT00567";"Cigüeña Bardenas";"Apartamento Turístico";"Segunda/2 Llaves";"Real  92 2-E";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"15/05/2017 0:00:00"
"732";"UAT00462";"Cigüeña de Arguedas";"Apartamento Turístico";"Segunda/2 Llaves";"Real 92 1E";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"29/06/2016 0:00:00"
"733";"UAT01248";"Citycenter";"Apartamento Turístico";"Segunda/2 Llaves";"Concarena 7 1º izda";"TUDELA";"TUDELA  ";"La Ribera";"4";"26/04/2022 0:00:00"
"734";"UH000863";"Ciudad de Corella";"Hotel";"2 Estrellas";"de Navarra, s/n 0 ";"CORELLA";"CORELLA ";"La Ribera";"93";"12/07/2010 0:00:00"
"735";"UH000960";"Ciudadela";"Hotel";"2 Estrellas";"Ciudadela 13 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"54";"28/01/2021 0:00:00"
"736";"UAB00120";"Codés";"Albergue turístico";"2ª Categoria";"Los Bodegones  0 s/n";"SANSOL";"SANSOL  ";"Zona Media";"24";"25/10/2017 0:00:00"
"737";"UAT00457";"Compañía 9";"Apartamento Turístico";"Segunda/2 Llaves";"Compañía 9 1ºderecha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"27/05/2016 0:00:00"
"738";"UAT01334";"Concarena";"Apartamento Turístico";"Primera/3 Llaves";"Concarena 14 1º";"TUDELA";"TUDELA  ";"La Ribera";"3";"12/08/2022 0:00:00"
"739";"UAT00733";"Consistorio House 2";"Apartamento Turístico";"Segunda/2 Llaves";"Calceteros 2 5º A";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"12/01/2018 0:00:00"
"740";"UCR01110";"Cortea I";"Casa rural vivienda";"CRV 3 Estrellas";"San Juan 7 ";"OTEIZA DE BERRIOPLANO";"BERRIOPLANO / BERRIOBEITI ";"Cuenca de Pamplona";"6";"27/07/2017 0:00:00"
"741";"UCR01111";"Cortea II";"Casa rural vivienda";"CRV 3 Estrellas";"San Juan 7 ";"OTEIZA DE BERRIOPLANO";"BERRIOPLANO / BERRIOBEITI ";"Cuenca de Pamplona";"6";"27/07/2017 0:00:00"
"742";"UCR00204";"Crispola";"Casa rural vivienda";"CRV 1 Estrella";"Labiaga 0 ";"DONEZTEBE/SANTESTEBAN";"DONEZTEBE / SANTESTEBAN ";"Pirineos";"4";"22/11/1993 0:00:00"
"743";"UHS00384";"Cristina";"Hostal";"HsG";"Baja Navarra 1 1º";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"19";"31/07/1969 0:00:00"
"744";"UH000793";"Cross Elorz";"Hotel";"3 Estrellas";"Europa 13 ";"IMÁRCOAIN";"NOÁIN (VALLE DE ELORZ) / NOAIN (ELORTZIBAR) ";"Cuenca de Pamplona";"134";"08/02/2006 0:00:00"
"745";"UATR0518";"Cueva Suite Passion Bardenera";"Apartamento Turístico Rural";"Tercera/1 Llave";"Palomares 50 ";"VALTIERRA";"VALTIERRA ";"La Ribera";"2";"27/02/2017 0:00:00"
"746";"UAT00019";"Cuevas";"Apartamento Turístico";"Tercera/1 Llave";"Palomares 48 ";"VALTIERRA";"VALTIERRA ";"La Ribera";"35";"07/08/2002 0:00:00"
"747";"UAT01434";"Curia 6";"Apartamento Turístico";"Segunda/2 Llaves";"Curia 6 1 II";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"25/04/2023 0:00:00"
"748";"UAT01333";"Dámaso";"Apartamento Turístico";"Tercera/1 Llave";"Dámaso Zabalza 1 1º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"22/06/2022 0:00:00"
"749";"UAT00821";"Datue";"Apartamento Turístico";"Segunda/2 Llaves";"Datugibela 12 1º Izqda.";"ELIZONDO";"BAZTAN  ";"Pirineos";"6";"28/06/2018 0:00:00"
"750";"UATR0272";"Datxipía I";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Mayor 31 ";"AMAIUR/MAYA";"BAZTAN  ";"Pirineos";"6";"23/05/2013 0:00:00"
"751";"UCR01197";"Dehesa de San Juan";"Casa rural vivienda";"CRV 2 Estrellas";"Dehesa de San Juan 4 ";"MILAGRO";"MILAGRO ";"La Ribera";"12";"10/10/2022 0:00:00"
"752";"UCR01052";"Del Americano";"Casa rural habitaciones";"CRH 1 Estrella";"Los Cruceros 19 ";"MURILLO EL FRUTO";"MURILLO EL FRUTO  ";"La Ribera";"4";"23/03/2015 0:00:00"
"753";"UVT00236";"Del Gato";"Vivienda Turística";"Segunda/2 Llaves";"Miguel Induráin 40 31560";"AZAGRA";"AZAGRA  ";"La Ribera";"8";"12/06/2012 0:00:00"
"754";"UH000399";"Delta";"Hotel";"3 Estrellas";"Zaragoza 29 ";"TUDELA";"TUDELA  ";"La Ribera";"63";"20/07/1987 0:00:00"
"755";"UAT01205";"Descalzos Etxea";"Apartamento Turístico";"Segunda/2 Llaves";"Descalzos 76 4º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"04/02/2022 0:00:00"
"756";"UAT00514";"Dezerto Bardenas 1";"Apartamento Turístico";"Primera/3 Llaves";"De los Fueros 2 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"07/12/2016 0:00:00"
"757";"UAT00515";"Dezerto Bardenas 2";"Apartamento Turístico";"Primera/3 Llaves";"De los Fueros 2 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"07/12/2016 0:00:00"
"758";"UAT01484";"Dominicas I";"Apartamento Turístico";"Primera/3 Llaves";"Dominicas 21 1º";"TUDELA";"TUDELA  ";"La Ribera";"2";"04/07/2023 0:00:00"
"759";"UAT01478";"Dominicas II";"Apartamento Turístico";"Segunda/2 Llaves";"Dominicas 21 2º";"TUDELA";"TUDELA  ";"La Ribera";"3";"27/06/2023 0:00:00"
"760";"UH000009";"Don Carlos";"Hotel";"2 Estrellas";"Dorraburu 0 S/N";"HUARTE";"HUARTE / UHARTE ";"Cuenca de Pamplona";"47";"13/09/1969 0:00:00"
"761";"UCR00767";"Don Jauregui de Burguete";"Casa rural habitaciones";"CRH 2 Estrellas";" San Nicolás 32 ";"AURITZ/BURGUETE";"AURITZ / BURGUETE ";"Pirineos";"14";"30/11/2006 0:00:00"
"762";"UHS00663";"Don Javier";"Hostal";"HsG";"Abajitabidea 5 ";"ORORBIA";"CENDEA DE OLZA / OLTZA ZENDEA ";"Cuenca de Pamplona";"47";"03/07/1996 0:00:00"
"763";"UCR00404";"Don Roque I";"Casa rural habitaciones";"CRH 2 Estrellas";"La Asunción 10 ";"ABÁRZUZA";"ABÁRZUZA / ABARTZUZA  ";"Zona Media";"11";"17/06/1998 0:00:00"
"764";"UCR00666";"Don Roque II";"Casa rural vivienda";"CRV 2 Estrellas";"La Asunción 10 ";"ABÁRZUZA";"ABÁRZUZA / ABARTZUZA  ";"Zona Media";"8";"20/10/2004 0:00:00"
"765";"UHSR0624";"Donamariako Benta";"Hostal";"HsRural";"Bentas 4 ";"DONAMARIA";"DONAMARIA ";"Pirineos";"10";"29/10/1991 0:00:00"
"766";"UAT00698";"Donantes";"Apartamento Turístico";"Primera/3 Llaves";"Donantes de Sangre  14 2º C";"CORELLA";"CORELLA ";"La Ribera";"3";"07/02/2018 0:00:00"
"767";"UAT01186";"Dormitalería 22";"Apartamento Turístico";"Tercera/1 Llave";"Dormitalería 22 5º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"15/11/2021 0:00:00"
"768";"ucr00663";"Dorrea";"Casa rural habitaciones";"CRH 1 Estrella";"Asunción 30 ";"BEUNZA";"ATETZ / ATEZ  ";"Pirineos";"4";"01/10/2004 0:00:00"
"769";"UAB00013";"Doshaches";"Albergue turístico";"2ª Categoria";"de los Fueros 22 ";"FIGAROL";"CARCASTILLO ";"La Ribera";"44";"26/07/2000 0:00:00"
"770";"UAT00371";"Downtown I";"Apartamento Turístico";"Segunda/2 Llaves";"San Nicolás 4 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"13/01/2015 0:00:00"
"771";"UAT00372";"Downtown II";"Apartamento Turístico";"Segunda/2 Llaves";"San Nicolás 4 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"13/01/2015 0:00:00"
"772";"UAT00631";"Downtown IV";"Apartamento Turístico";"Primera/3 Llaves";"Mayor 75 2º Dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"19/09/2017 0:00:00"
"773";"UH000605";"Ducay";"Hotel";"2 Estrellas";"Rua de Medios 1 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"34";"21/03/1990 0:00:00"
"774";"UAT00953";"Ducay 1A";"Apartamento Turístico";"Segunda/2 Llaves";"Rúa Tesendería 11 1º A";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"4";"01/08/2019 0:00:00"
"775";"UAT00954";"Ducay 1B";"Apartamento Turístico";"Segunda/2 Llaves";"Rúa Tesendería 11 1ºB";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"2";"01/08/2019 0:00:00"
"776";"UAT00955";"Ducay 2A";"Apartamento Turístico";"Segunda/2 Llaves";"Rúa Tesendería 11 2ºA";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"2";"01/08/2019 0:00:00"
"777";"UAT00956";"Ducay 2B";"Apartamento Turístico";"Segunda/2 Llaves";"Rúa Tesendería  11 2ºB";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"2";"01/08/2019 0:00:00"
"778";"UAT00957";"Ducay 2C";"Apartamento Turístico";"Segunda/2 Llaves";"Rúa Tesendería 11 2ºC";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"2";"01/08/2019 0:00:00"
"779";"UAT01004";"Dúplex en Calle Navarrería";"Apartamento Turístico";"Segunda/2 Llaves";"Navarrería 8 3ºB";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"4";"26/02/2020 0:00:00"
"780";"UAT01355";"Duque";"Apartamento Turístico";"Primera/3 Llaves";"Duque de Ahumada 1 1ºA";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"08/11/2022 0:00:00"
"781";"UAT01070";"Duque de Ahumada pamplonapartments 1";"Apartamento Turístico";"Tercera/1 Llave";"Duque de Ahumada 7 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"31/07/2020 0:00:00"
"782";"UAT01006";"Duque de Ahumada pamplonapartments 2";"Apartamento Turístico";"Segunda/2 Llaves";"Duque de Ahumada 7 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"11/02/2020 0:00:00"
"783";"UAT01007";"Duque de Ahumada pamplonapartments 3";"Apartamento Turístico";"Segunda/2 Llaves";"Duque de Ahumada 7 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"11/02/2020 0:00:00"
"784";"UCR00665";"Ecológica Kaaño Etxea";"Casa rural habitaciones";"CRH 3 Estrellas";"Kaaño 0 ";"ARRARATS";"BASABURUA ";"Pirineos";"10";"20/10/2004 0:00:00"
"785";"UCR00858";"Ederra";"Casa rural vivienda";"CRV 2 Estrellas";"Barrikata 56 ";"ISABA";"ISABA / IZABA ";"Pirineos";"7";"31/07/2008 0:00:00"
"786";"UAT00933";"Ederra";"Apartamento Turístico";"Tercera/1 Llave";"Tilinturri 3 1ºA";"LARRIÓN";"ALLÍN / ALLIN ";"Zona Media";"6";"14/06/2019 0:00:00"
"787";"UHSR0944";"Edronekoa";"Hostal";"HsRural";"Beriainbidea 2 ";"UNANU";"ERGOIENA  ";"Pirineos";"10";"15/04/2019 0:00:00"
"788";"UCR00711";"Eguiarte";"Casa rural vivienda";"CRV 2 Estrellas";"Eguiarte 0 ";"LÁCAR";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"6";"21/07/2005 0:00:00"
"789";"UCR01033";"Eguzki";"Casa rural vivienda";"CRV 3 Estrellas";"Azkarate 38 Bajo 1";"ERRATZU";"BAZTAN  ";"Pirineos";"8";"07/04/2014 0:00:00"
"790";"UCR00339";"Eguzkialde";"Casa rural habitaciones";"CRH 2 Estrellas";"Casa Eguzkialde 0 ";"AMAIUR/MAYA";"BAZTAN  ";"Pirineos";"4";"31/07/1996 0:00:00"
"791";"UAT00296";"Eguzkilore";"Apartamento Turístico";"Segunda/2 Llaves";"Mayor 93 1ºD";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"20/12/2013 0:00:00"
"792";"UAT01382";"Eguzkilore";"Apartamento Turístico";"Segunda/2 Llaves";"Braulio Iriarte 64 2ºC";"ELIZONDO";"BAZTAN  ";"Pirineos";"4";"06/02/2023 0:00:00"
"793";"UH000687";"Ekai";"Hotel";"3 Estrellas";"de Aoiz 0 S/N";"EKAI DE LÓNGUIDA";"LÓNGUIDA / LONGIDA  ";"Pirineos";"36";"08/10/1997 0:00:00"
"794";"ucr00461";"Ekain Etxea";"Casa rural vivienda";"CRV 3 Estrellas";"San Saturnino 64 ";"LINTZOAIN";"ERRO  ";"Pirineos";"4";"14/10/1999 0:00:00"
"795";"UCR01057";"Ekain-Xokoa I";"Casa rural vivienda";"CRV 4 Estrellas";"Lapastegi 0 ";"ELIZONDO";"BAZTAN  ";"Pirineos";"16";"03/03/2016 0:00:00"
"796";"UCR01058";"Ekain-Xokoa II";"Casa rural vivienda";"CRV 4 Estrellas";"Lapastegi 0 ";"ELIZONDO";"BAZTAN  ";"Pirineos";"8";"08/03/2016 0:00:00"
"797";"UHS00701";"Ekaitza";"Hostal";"HsG";"Berria 13 ";"LESAKA";"LESAKA  ";"Pirineos";"12";"14/04/1999 0:00:00"
"798";"UATR0975";"Ekhiola";"Apartamento Turístico Rural";"Primera/3 Llaves";"Iribarren 25 1º";"OCHAGAVÍA";"OCHAGAVÍA / OTSAGABIA ";"Pirineos";"6";"14/11/2019 0:00:00"
"799";"UAT01517";"Ekhiola Txiki";"Apartamento Turístico";"Segunda/2 Llaves";"Mantxoalorra 6 1ºA";"OCHAGAVÍA";"OCHAGAVÍA / OTSAGABIA ";"Pirineos";"4";"06/10/2023 0:00:00"
"800";"UATR1424";"Eki-Aritza";"Apartamento Turístico";"Primera/3 Llaves";"El Río 1 1ºB";"ELBETE";"BAZTAN  ";"Pirineos";"2";"20/04/2023 0:00:00"
"801";"UATR0929";"Ekialde";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Larreta Karrika 7 Casa Ekialdea";"ARANTZA";"ARANTZA ";"Pirineos";"6";"12/06/2019 0:00:00"
"802";"UCR00727";"Ekolanda";"Casa rural habitaciones";"CRH 1 Estrella";"San Martín 0 S/N";"ESNOTZ";"ERRO  ";"Pirineos";"6";"17/11/2005 0:00:00"
"803";"uhsr0615";"El Almadiero";"Hostal";"HsRural";"Padre Tomás de Burgui 1 ";"BURGUI";"BURGUI / BURGI  ";"Pirineos";"16";"05/06/1991 0:00:00"
"804";"UHSR0763";"El Arriero";"Hostal";"HsRural";"Muskilda 5 ";"OLCOZ";"BIURRUN-OLCOZ ";"Zona Media";"13";"10/09/2003 0:00:00"
"805";"UCR00441";"El Arriero";"Casa rural vivienda";"CRV 2 Estrellas";"San Miguel 46 ";"OLCOZ";"BIURRUN-OLCOZ ";"Zona Media";"8";"02/06/1999 0:00:00"
"806";"UVT01053";"El autillo";"Vivienda Turística";"Segunda/2 Llaves";"El Monte 45 ";"LEGARIA";"LEGARIA ";"Zona Media";"8";"15/07/2020 0:00:00"
"807";"UVTR1406";"El balcón de Aragón";"Vivienda Turística Rural";"Segunda/2 Llaves";"Navarra 7 ";"MÉLIDA";"MÉLIDA  ";"La Ribera";"6";"29/12/2022 0:00:00"
"808";"UAT01467";"El Balconico-Ático";"Apartamento Turístico";"Segunda/2 Llaves";"Diputación 2 Ático";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"15/06/2023 0:00:00"
"809";"UAT01466";"El balconico-Dúplex";"Apartamento Turístico";"Segunda/2 Llaves";"Diputación 2 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"3";"15/06/2023 0:00:00"
"810";"UAT01465";"El Balconico-Estudio Moderno";"Apartamento Turístico";"Tercera/1 Llave";"Diputación 2 1º dcha";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"15/06/2023 0:00:00"
"811";"UAT01468";"El Balconico-Estudio Rústico";"Apartamento Turístico";"Tercera/1 Llave";"Diputación 2 2ºdcha";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"15/06/2023 0:00:00"
"812";"UCR00624";"El Belcho I";"Casa rural vivienda";"CRV 3 Estrellas";"Real 69 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"6";"28/01/2004 0:00:00"
"813";"UCR00625";"El Belcho II";"Casa rural vivienda";"CRV 3 Estrellas";"Real 69 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"6";"28/01/2004 0:00:00"
"814";"UCR01174";"El Belvedere de Ujué";"Casa rural vivienda";"CRV 3 Estrellas";"Lupera 7 ";"UJUÉ";"UJUÉ / UXUE ";"Zona Media";"5";"17/02/2021 0:00:00"
"815";"UAT00102";"El Bordón";"Apartamento Turístico";"Segunda/2 Llaves";"Del Monte  2 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"28/04/2008 0:00:00"
"816";"UATR0482";"El Buen Descanso";"Apartamento Turístico Rural";"Tercera/1 Llave";"Nicanor Pascual 13 ";"LOS ARCOS";"LOS ARCOS ";"Zona Media";"3";"14/11/2016 0:00:00"
"817";"UVTR0437";"El Caldero";"Vivienda Turística Rural";"Segunda/2 Llaves";"Romero 6 ";"VALTIERRA";"VALTIERRA ";"La Ribera";"5";"29/12/2015 0:00:00"
"818";"UPE00885";"El Camino Urban Rooms";"Pensión";"P*";"San Gregorio 12 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"20";"12/06/2012 0:00:00"
"819";"UAB00114";"El Cantero";"Albergue turístico";"del Camino de Santiago";"Esperanza 2 ";"MAÑERU";"MAÑERU  ";"Zona Media";"26";"17/10/2016 0:00:00"
"820";"UAT00697";"El Carmen";"Apartamento Turístico";"Primera/3 Llaves";"El Carmen 58 1º A";"CORELLA";"CORELLA ";"La Ribera";"3";"20/11/2017 0:00:00"
"821";"UVTR1458";"El Castellar";"Vivienda Turística Rural";"Tercera/1 Llave";"El Santo 3 ";"JAVIER";"JAVIER  ";"Zona Media";"8";"07/06/2023 0:00:00"
"822";"UH000751";"El Castillo";"Hotel";"1 Estrella";"El Pinar 46 ";"LARRAGA";"LARRAGA ";"Zona Media";"27";"04/09/2002 0:00:00"
"823";"UPE00529";"El Cerco";"Pensión";"P*";"Mayor 3 ";"ARTAJONA";"ARTAJONA  ";"Zona Media";"10";"15/04/1980 0:00:00"
"824";"UHR00872";"El Cerco";"Hotel rural";"1 Estrella";"Rodrigo Ximénez de Rada 36 ";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"14";"04/05/2011 0:00:00"
"825";"UCR00016";"El Chofer";"Casa rural habitaciones";"CRH 2 Estrellas";"Larga 51 ";"UJUÉ";"UJUÉ / UXUE ";"Zona Media";"7";"05/12/1989 0:00:00"
"826";"UATR0474";"El Convento";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Del convento 2 ";"VALTIERRA";"VALTIERRA ";"La Ribera";"8";"22/07/2016 0:00:00"
"827";"UHS00333";"El Corzo";"Hostal";"HsG";"Pamplona-Zaragoza km 70 0 ";"VILLAFRANCA";"VILLAFRANCA ";"La Ribera";"21";"25/02/1969 0:00:00"
"828";"UAT01306";"El Coso";"Apartamento Turístico";"Segunda/2 Llaves";"Algarrada 1 3º";"VIANA";"VIANA ";"Zona Media";"6";"23/06/2022 0:00:00"
"829";"UAT01247";"El Desván de San Antón";"Apartamento Turístico";"Primera/3 Llaves";"San Antón 28 -30-5º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"22/04/2022 0:00:00"
"830";"ucr00653";"El Diezmo";"Casa rural vivienda";"CRV 2 Estrellas";"San Saturnino 52 ";"ARTAJONA";"ARTAJONA  ";"Zona Media";"6";"03/08/2004 0:00:00"
"831";"UCR00880";"El Diezmo II";"Casa rural vivienda";"CRV 2 Estrellas";"San Saturnino 52 ";"ARTAJONA";"ARTAJONA  ";"Zona Media";"6";"01/12/2008 0:00:00"
"832";"UCR00900";"El Encinedo";"Casa rural vivienda";"CRV 2 Estrellas";"Norte 2 ";"GENEVILLA";"GENEVILLA ";"Zona Media";"6";"05/06/2009 0:00:00"
"833";"UAT00951";"El Enclave";"Apartamento Turístico";"Tercera/1 Llave";"Falconera 1 2º";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"6";"31/07/2019 0:00:00"
"834";"UCR00937";"El Encuentro";"Casa rural vivienda";"CRV 2 Estrellas";"Del Olmo 26 ";"SANSOÁIN";"URRAÚL BAJO ";"Pirineos";"12";"30/08/2010 0:00:00"
"835";"UAT01519";"El Estrecho de Arguedas";"Apartamento Turístico";"Primera/3 Llaves";"Monte 2 3ºA";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"3";"20/10/2023 0:00:00"
"836";"UVT00884";"El Hayedo del León Dormido";"Apartamento Turístico";"Segunda/2 Llaves";"El Frontón 4 ";"MARAÑÓN";"MARAÑÓN ";"Zona Media";"8";"19/03/2019 0:00:00"
"837";"UAB00102";"El Jardín de Muruzábal";"Albergue turístico";"1ª del Camino de Santiago";"Monteviejo 21 ";"MURUZÁBAL";"MURUZÁBAL ";"Zona Media";"30";"16/04/2015 0:00:00"
"838";"UH000848";"El Juglar";"Hotel";"3 Estrellas";"Rúa Romana 39 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"16";"20/04/2009 0:00:00"
"839";"UAT01349";"El Labrador";"Apartamento Turístico";"Primera/3 Llaves";"María Azpilicueta 3 D bajo";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"11/10/2022 0:00:00"
"840";"UPE00847";"El Lechuguero";"Pensión";"P**";"Obispo Soldevilla 2 ";"CASCANTE";"CASCANTE  ";"La Ribera";"29";"20/04/2009 0:00:00"
"841";"UVTR1220";"El Mencey";"Apartamento Turístico";"Primera/3 Llaves";"El Almendro 24 ";"AYEGUI";"AYEGUI / AIEGI  ";"Zona Media";"7";"20/12/2021 0:00:00"
"842";"UHS00388";"El Mirador";"Hostal";"HsG";"Pamplona-Zaragoza km. 24 0 ";"BARÁSOAIN";"BARÁSOAIN ";"Zona Media";"52";"03/07/1970 0:00:00"
"843";"UAT01453";"El mirador de Chapitela";"Apartamento Turístico";"Segunda/2 Llaves";"Chapitela 7 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"06/06/2023 0:00:00"
